=> [0] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3112] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3113] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3114] [1.5473544245858672E-5, 0.9999904535139896] == [1.0, 0.0]
=> [3115] [1.557676311814138E-5, 0.9999904689347625] == [1.0, 0.0]
=> [3116] [1.549656085630957E-5, 0.9999908881814557] == [1.0, 0.0]
=> [3117] [1.5504874915028832E-5, 0.9999909125168475] == [1.0, 0.0]
=> [3118] [1.4404459468375652E-5, 0.9999769453828427] == [1.0, 0.0]
=> [3119] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3120] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3121] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3122] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3123] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3124] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3134] [1.7009890779795533E-5, 0.9999853692538243] == [1.0, 0.0]
=> [3135] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3136] [1.550747026757282E-5, 0.9999908888313462] == [1.0, 0.0]
=> [3137] [1.550487702162151E-5, 0.9999909125208937] == [1.0, 0.0]
=> [3138] [1.55048837095495E-5, 0.9999909125396774] == [1.0, 0.0]
=> [3139] [1.5504874629368448E-5, 0.9999909125095792] == [1.0, 0.0]
=> [3140] [1.5504393946152994E-5, 0.9999909117211446] == [1.0, 0.0]
=> [3146] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3157] [1.5504824217860147E-5, 0.9999909124725448] == [1.0, 0.0]
=> [3163] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3164] [1.5504882746486537E-5, 0.9999909125352962] == [1.0, 0.0]
=> [3165] [1.5504883714156925E-5, 0.9999909125396782] == [1.0, 0.0]
=> [3166] [1.5498573756766998E-5, 0.9999909066131457] == [1.0, 0.0]
=> [3167] [1.0077763034632703E-5, 2.7397099387843626E-4] == [1.0, 0.0]
=> [3174] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3175] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3176] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3177] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3178] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3180] [1.0409723578602703E-4, 0.7653549391348518] == [1.0, 0.0]
=> [3181] [1.5566581786585765E-5, 0.999989874216852] == [1.0, 0.0]
=> [3182] [1.5465373224443635E-5, 0.9999903556829517] == [1.0, 0.0]
=> [3183] [8.19204790064032E-5, 0.20995276691984838] == [1.0, 0.0]
=> [3184] [1.5506873355497497E-5, 0.9999908854021677] == [1.0, 0.0]
=> [3185] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3186] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3187] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3188] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3189] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3191] [2.220418112447442E-5, 0.9998752168556542] == [1.0, 0.0]
=> [3192] [1.5504358383766625E-5, 0.9999909086719201] == [1.0, 0.0]
=> [3193] [1.5039821490814287E-5, 0.9999817939249015] == [1.0, 0.0]
=> [3194] [1.5504738423766096E-5, 0.9999909110885008] == [1.0, 0.0]
=> [3218] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3219] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3220] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3221] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3222] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3223] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3224] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3230] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3231] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3232] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3233] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3234] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3235] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3236] [2.006256692166364E-6, 0.9986488396927372] == [1.0, 0.0]
=> [3237] [7.356772396549527E-6, 0.9999408118289003] == [1.0, 0.0]
=> [3238] [3.528566328014904E-11, 2.8442714633536426E-7] == [1.0, 0.0]
=> [3240] [1.8200831853332211E-6, 0.9998220561813597] == [1.0, 0.0]
=> [3246] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3257] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3258] [1.5504872950100612E-5, 0.9999909125105417] == [1.0, 0.0]
=> [3259] [5.362876062120492E-7, 0.022165773844589953] == [1.0, 0.0]
=> [3260] [1.2303019381043612E-6, 9.874680588090046E-4] == [1.0, 0.0]
=> [3261] [1.5504879596672794E-5, 0.9999909125312516] == [1.0, 0.0]
=> [3262] [1.547915334670913E-5, 0.9999908565514634] == [1.0, 0.0]
=> [3268] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3279] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3280] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3281] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3282] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3283] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3284] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3290] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3291] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3292] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3293] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3294] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3295] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3296] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3297] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3298] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3299] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3300] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3301] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3307] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3308] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3309] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3310] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3311] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3312] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3313] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3314] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3315] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3316] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3317] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3323] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3334] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3335] [1.5509431320948064E-5, 0.9999909076686777] == [1.0, 0.0]
=> [3342] [1.5504881145600447E-5, 0.999990912526058] == [1.0, 0.0]
=> [3343] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3344] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3345] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3346] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3359] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3360] [1.5504880398697907E-5, 0.9999909125179782] == [1.0, 0.0]
=> [3361] [1.5504879752492595E-5, 0.9999909125265967] == [1.0, 0.0]
=> [3362] [1.550488371876435E-5, 0.999990912539733] == [1.0, 0.0]
=> [3363] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3364] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3365] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3366] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3367] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3368] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3386] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3387] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3388] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3389] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3390] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3404] [3.963891292202426E-6, 0.9562118084079991] == [1.0, 0.0]
=> [3407] [6.332577597745193E-6, 0.04992166244259122] == [1.0, 0.0]
=> [3408] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3409] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3410] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3411] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3412] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3419] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3420] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3421] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3422] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3423] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3430] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3431] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3432] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3433] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3434] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3441] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3442] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3443] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3444] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3445] [1.550488371920844E-5, 0.9999909125397339] == [1.0, 0.0]
=> [3446] [1.5504891073769844E-5, 0.999990912530822] == [1.0, 0.0]
=> [3453] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3454] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3455] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3456] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3457] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3459] [1.5504883568662198E-5, 0.9999909125395116] == [1.0, 0.0]
=> [3460] [1.5504883709271944E-5, 0.9999909125397272] == [1.0, 0.0]
=> [3461] [1.550488371632186E-5, 0.999990912539731] == [1.0, 0.0]
=> [3462] [1.5504883695449667E-5, 0.9999909125396986] == [1.0, 0.0]
=> [3463] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3486] [1.5503833375563048E-5, 0.9999909104230895] == [1.0, 0.0]
=> [3487] [1.5501943670503948E-5, 0.999990893830387] == [1.0, 0.0]
=> [3488] [1.5492355327828555E-5, 0.9999909087286794] == [1.0, 0.0]
=> [3489] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3490] [1.550190787807937E-5, 0.9999909072923072] == [1.0, 0.0]
=> [3497] [1.9258000690142163E-4, 0.46300256958630703] == [1.0, 0.0]
=> [3498] [2.2394816081461322E-5, 0.999939329974185] == [1.0, 0.0]
=> [3500] [1.5636778972316634E-5, 0.9999903180571766] == [1.0, 0.0]
=> [3502] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3513] [1.550488371537817E-5, 0.9999909125397186] == [1.0, 0.0]
=> [3524] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3525] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3526] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3527] [1.550488371920844E-5, 0.9999909125397339] == [1.0, 0.0]
=> [3528] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3529] [1.550488371920844E-5, 0.9999909125397339] == [1.0, 0.0]
=> [3535] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3536] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3537] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3538] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3539] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3540] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3546] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3547] [1.550488371915293E-5, 0.9999909125397337] == [1.0, 0.0]
=> [3548] [1.550488371721004E-5, 0.999990912539728] == [1.0, 0.0]
=> [3549] [1.5504799204535402E-5, 0.9999909120639433] == [1.0, 0.0]
=> [3550] [5.339827500006056E-6, 2.0275303811212453E-5] == [1.0, 0.0]
=> [3551] [1.5504840017332988E-5, 0.9999909124321815] == [1.0, 0.0]
=> [3557] [1.5504891073769844E-5, 0.999990912530822] == [1.0, 0.0]
=> [3564] [1.9754196532439927E-5, 0.9999528185530521] == [1.0, 0.0]
=> [3565] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3566] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3567] [1.550500206737304E-5, 0.9999909119594231] == [1.0, 0.0]
=> [3568] [1.9570281750869167E-5, 0.9999654265746096] == [1.0, 0.0]
=> [3575] [1.5504883693340243E-5, 0.9999909125397042] == [1.0, 0.0]
=> [3576] [1.5504883455363938E-5, 0.9999909125388988] == [1.0, 0.0]
=> [3577] [1.550488370760661E-5, 0.999990912539723] == [1.0, 0.0]
=> [3578] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3579] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3581] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3582] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3583] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3584] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3585] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3586] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3587] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3588] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3589] [1.550487146195767E-5, 0.9999909124964159] == [1.0, 0.0]
=> [3590] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3608] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3609] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3610] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3611] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3612] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3619] [1.6893467082279567E-5, 0.9999821404161736] == [1.0, 0.0]
=> [3620] [1.547846354149618E-5, 0.9999907293555631] == [1.0, 0.0]
=> [3621] [1.5504884284534004E-5, 0.9999909125106317] == [1.0, 0.0]
=> [3623] [1.5490875100887536E-5, 0.9999882714214585] == [1.0, 0.0]
=> [3630] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3631] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3632] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3633] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3634] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3636] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3637] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3638] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3639] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3640] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3658] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3659] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3660] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3661] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3662] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3663] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3664] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3665] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3666] [1.5504883630668154E-5, 0.9999909125396214] == [1.0, 0.0]
=> [3667] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3669] [1.550488140228401E-5, 0.9999909123256556] == [1.0, 0.0]
=> [3670] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3671] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3672] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3673] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3674] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3680] [1.6116790467479714E-5, 0.9999901244273278] == [1.0, 0.0]
=> [3691] [1.5508261980934357E-5, 0.9999909077605763] == [1.0, 0.0]
=> [3692] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3693] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3694] [9.561702677352013E-6, 0.9997332811835411] == [1.0, 0.0]
=> [3695] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3696] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3703] [1.55048807580771E-5, 0.9999909125355189] == [1.0, 0.0]
=> [3704] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3705] [1.5504870289673178E-5, 0.9999909125208271] == [1.0, 0.0]
=> [3706] [1.550488360790858E-5, 0.9999909125396942] == [1.0, 0.0]
=> [3707] [1.55048807580771E-5, 0.9999909125355189] == [1.0, 0.0]
=> [3708] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3709] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3710] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3711] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3712] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3713] [1.5504899746499046E-5, 0.999990908771584] == [1.0, 0.0]
=> [3719] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3720] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3721] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3722] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3723] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3724] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3725] [1.545365726141057E-5, 0.9999908148289675] == [1.0, 0.0]
=> [3726] [1.5496718585084057E-5, 0.9999908900904528] == [1.0, 0.0]
=> [3727] [1.549522065896758E-5, 0.9999908953778078] == [1.0, 0.0]
=> [3728] [1.550488371770964E-5, 0.99999091253973] == [1.0, 0.0]
=> [3729] [1.5504883711769946E-5, 0.9999909125397186] == [1.0, 0.0]
=> [3730] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3731] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3732] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3733] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3734] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3735] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3746] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3752] [1.550528771104842E-5, 0.999990911476792] == [1.0, 0.0]
=> [3753] [1.550485763229803E-5, 0.9999909122251551] == [1.0, 0.0]
=> [3754] [1.5755993782007316E-5, 0.999989419961685] == [1.0, 0.0]
=> [3755] [1.550488160195762E-5, 0.99999091252831] == [1.0, 0.0]
=> [3756] [1.5505518365488413E-5, 0.9999909118553025] == [1.0, 0.0]
=> [3757] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3768] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3769] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3770] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3771] [1.550488374629788E-5, 0.9999909125386184] == [1.0, 0.0]
=> [3772] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3773] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3779] [1.5529091741739443E-5, 0.999990685223628] == [1.0, 0.0]
=> [3781] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3782] [1.4260447772473928E-5, 0.9999864272328829] == [1.0, 0.0]
=> [3783] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3784] [1.5499639306859603E-5, 0.9999909037839781] == [1.0, 0.0]
=> [3785] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3808] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3809] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3810] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3811] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3812] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3836] [1.550488544305173E-5, 0.9999909125366161] == [1.0, 0.0]
=> [3837] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3838] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3839] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3840] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3846] [1.7624682597250363E-5, 0.9999819497583634] == [1.0, 0.0]
=> [3847] [1.458456020542176E-5, 0.17355646091896243] == [1.0, 0.0]
=> [3849] [1.0263091919471279E-4, 0.009877728685227849] == [1.0, 0.0]
=> [3858] [1.5093481323891211E-5, 0.9999901961370463] == [1.0, 0.0]
=> [3859] [1.550488351531598E-5, 0.9999909125388988] == [1.0, 0.0]
=> [3860] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3861] [1.5493366882057824E-5, 0.9999908909967961] == [1.0, 0.0]
=> [3862] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3868] [5.4824546453224876E-5, 0.9828676819329507] == [1.0, 0.0]
=> [3869] [1.550488371915293E-5, 0.9999909125397338] == [1.0, 0.0]
=> [3870] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3871] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3872] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3873] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3874] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3875] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3876] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3877] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3878] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3888] [6.174671884906502E-12, 3.065503406673997E-11] == [1.0, 0.0]
=> [3891] [1.55048837115479E-5, 0.999990912539704] == [1.0, 0.0]
=> [3902] [1.550474193384721E-5, 0.999990911915644] == [1.0, 0.0]
=> [3903] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3904] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3905] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3906] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3907] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3908] [1.477869717445568E-4, 0.3349054335411853] == [1.0, 0.0]
=> [3909] [1.5507125699087965E-5, 0.9999909070012891] == [1.0, 0.0]
=> [3913] [1.5504816478495442E-5, 0.9999909124198778] == [1.0, 0.0]
=> [3914] [1.672303566066513E-4, 0.9939785260465592] == [1.0, 0.0]
=> [3919] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3920] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3921] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3922] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3923] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3924] [1.5500428384496168E-5, 0.9999908995238931] == [1.0, 0.0]
=> [3958] [1.5504883719097418E-5, 0.9999909125397338] == [1.0, 0.0]
=> [3959] [1.5504883719097418E-5, 0.9999909125397333] == [1.0, 0.0]
=> [3960] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3961] [1.5504883666417335E-5, 0.9999909125396591] == [1.0, 0.0]
=> [3962] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3980] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3981] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3982] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3983] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3984] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3991] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
=> [3992] [1.550488371926395E-5, 0.999990912539734] == [1.0, 0.0]
